Internship_ID,Company,Required_Field,Required_Skills,Location,Role
6239,Bender-Hoffman,Medical Laboratory Science,Microscopy,Abuja,Administrative Intern
6240,Burke-Moore,Mechanical Engineering,"SolidWorks, CAD",Abuja,Mechanical Engineering Intern
6241,"Schmidt, Hayes and Ramirez",Mechanical Engineering,"Finite Element Analysis, SolidWorks",Benin City,Mechanical Engineering Intern
6242,"Durham, Briggs and Rodriguez",Petroleum Engineering,"Geophysics, Reservoir Engineering",Aba,Petroleum Engineering Intern
6243,Moore and Sons,Pharmacy,Pharmacology,Port Harcourt,Administrative Intern
6244,"Silva, Cox and Arnold",Computer Science,"C++, ML",Port Harcourt,Software Engineering Intern
6245,"Macias, Johnson and Quinn",Medical Laboratory Science,Microscopy,Lagos,Administrative Intern
6246,"Mclaughlin, Summers and Anderson",Mechanical Engineering,Finite Element Analysis,Benin City,Mechanical Engineering Intern
6247,Galloway LLC,Pharmacy,"Clinical Pharmacy, Drug Design, Pharmacology",Benin City,Design Intern
6248,Jones-Smith,Mechanical Engineering,"Finite Element Analysis, SolidWorks",Port Harcourt,Mechanical Engineering Intern
6249,"Henderson, Smith and Martinez",Pharmacy,Pharmacology,Kano,Administrative Intern
6250,Bennett Inc,Electrical Engineering,"C++, Embedded Systems, Signal Processing",Onitsha,Electrical Engineering Intern
6251,"Mccormick, Contreras and Ryan",Petroleum Engineering,"Drilling, Reservoir Engineering",Port Harcourt,Petroleum Engineering Intern
6252,Vincent Inc,Pharmacy,Pharmacology,Enugu,Administrative Intern
6253,"Hall, Mosley and Smith",Civil Engineering,"Structural Analysis, Construction Management",Abuja,Civil Engineering Intern
6254,"Wiggins, Herrera and Shea",Nursing Science,"Patient Care, Pharmacology, Clinical Practice",Ibadan,Nursing Intern
6255,"James, Dean and Ramirez",Medical Laboratory Science,"Biochemistry, Lab Techniques",Enugu,Administrative Intern
6256,"Jones, Smith and Matthews",Computer Science,"Python, ML, C++",Benin City,Software Engineering Intern
6257,Clark and Sons,Architecture,"AutoCAD, Sustainable Architecture",Abuja,Administrative Intern
6258,Anderson LLC,Mechanical Engineering,"CAD, Finite Element Analysis",Abuja,Mechanical Engineering Intern
6259,Davenport-Nelson,Petroleum Engineering,Geophysics,Benin City,Petroleum Engineering Intern
6260,White Group,Computer Science,"SQL, Python, ML",Benin City,Software Engineering Intern
6261,"Cardenas, Ramirez and Ali",Computer Science,Java,Ibadan,Software Engineering Intern
6262,Fletcher-Smith,Medical Laboratory Science,Lab Techniques,Lagos,Administrative Intern
6263,Mitchell Group,Medical Laboratory Science,"Microscopy, Biochemistry",Port Harcourt,Administrative Intern
6264,Campbell PLC,Architecture,Urban Planning,Benin City,Administrative Intern
6265,"Andersen, Long and Friedman",Mechanical Engineering,"CAD, MATLAB, Finite Element Analysis",Ibadan,Mechanical Engineering Intern
6266,Williams PLC,Computer Science,"Java, SQL, ML",Ibadan,Software Engineering Intern
6267,Olson-Moody,Pharmacy,"Clinical Pharmacy, Chemistry, Drug Design",Aba,Design Intern
6268,Riley-Calderon,Nursing Science,"Clinical Practice, Anatomy, Patient Care",Abuja,Nursing Intern
6269,Johnson-Turner,Nursing Science,Anatomy,Benin City,Nursing Intern
6270,Jordan-Gomez,Pharmacy,Pharmacology,Abuja,Administrative Intern
6271,Marsh and Sons,Petroleum Engineering,"Geophysics, Reservoir Engineering",Port Harcourt,Petroleum Engineering Intern
6272,Thomas LLC,Pharmacy,"Pharmacology, Clinical Pharmacy, Drug Design",Enugu,Design Intern
6273,Williams-Jones,Business Administration,Project Management,Onitsha,Project Management Intern
6274,Thomas PLC,Electrical Engineering,"Signal Processing, Embedded Systems",Enugu,Electrical Engineering Intern
6275,Alvarado Group,Civil Engineering,"Structural Analysis, AutoCAD",Lagos,Civil Engineering Intern
6276,Hopkins PLC,Business Administration,"Marketing, Project Management, Human Resources",Port Harcourt,HR Intern
6277,Castro Inc,Business Administration,"Project Management, Marketing, Management",Kaduna,Project Management Intern
6278,"Anderson, Weaver and Waters",Mechanical Engineering,"SolidWorks, CAD",Lagos,Mechanical Engineering Intern
6279,Diaz-Jones,Computer Science,ML,Abuja,Software Engineering Intern
6280,"Wood, Stewart and Cochran",Computer Science,"ML, Java, SQL",Kaduna,Software Engineering Intern
6281,Wells-Steele,Nursing Science,Patient Care,Abuja,Nursing Intern
6282,Dickerson-Barry,Pharmacy,"Chemistry, Drug Design",Benin City,Design Intern
6283,Boyd LLC,Business Administration,"Marketing, Management",Enugu,Business Intern
6284,"Fischer, Vance and Rivers",Mechanical Engineering,CAD,Enugu,Mechanical Engineering Intern
6285,"Curtis, Williams and Miles",Electrical Engineering,Power Systems,Ibadan,Electrical Engineering Intern
6286,Pratt-Rodriguez,Architecture,"Sustainable Architecture, Building Design",Enugu,Design Intern
6287,Wilson Inc,Petroleum Engineering,"Reservoir Engineering, Geophysics, Oil Field Operations",Enugu,Petroleum Engineering Intern
6288,Ellis-Webster,Architecture,"Urban Planning, Building Design, AutoCAD",Benin City,Design Intern
6289,Diaz Group,Nursing Science,Anatomy,Aba,Nursing Intern
6290,"Long, Phillips and Bowen",Business Administration,"Project Management, Human Resources",Aba,HR Intern
6291,"Lee, Young and Snyder",Business Administration,Human Resources,Kano,HR Intern
6292,Mcintyre PLC,Pharmacy,"Drug Design, Clinical Pharmacy, Chemistry",Kano,Design Intern
6293,Adams LLC,Pharmacy,"Clinical Pharmacy, Drug Design, Chemistry",Benin City,Design Intern
6294,Gaines and Sons,Business Administration,"Management, Human Resources, Project Management",Onitsha,HR Intern
6295,Green Ltd,Electrical Engineering,Power Systems,Abuja,Electrical Engineering Intern
6296,"Maxwell, Hurst and Moody",Medical Laboratory Science,"Microscopy, Biochemistry, Pathology",Aba,Administrative Intern
6297,Peters PLC,Computer Science,"SQL, Python",Kano,Software Engineering Intern
6298,"Myers, Burke and Gardner",Electrical Engineering,"Embedded Systems, Signal Processing",Port Harcourt,Electrical Engineering Intern
6299,Kennedy-Mitchell,Petroleum Engineering,Oil Field Operations,Onitsha,Petroleum Engineering Intern
6300,"Lee, Murphy and Ruiz",Medical Laboratory Science,"Microscopy, Biochemistry",Lagos,Administrative Intern
6301,"Chase, Dickson and Brown",Medical Laboratory Science,"Pathology, Microscopy",Aba,Administrative Intern
6302,Cook-Mason,Electrical Engineering,"C++, Embedded Systems",Abuja,Electrical Engineering Intern
6303,Hunter-Price,Computer Science,ML,Benin City,Software Engineering Intern
6304,Cox Inc,Pharmacy,"Pharmacology, Drug Design, Chemistry",Aba,Design Intern
6305,"Williams, Williams and Love",Architecture,AutoCAD,Abuja,Administrative Intern
6306,Riley LLC,Mechanical Engineering,"Finite Element Analysis, SolidWorks, CAD",Port Harcourt,Mechanical Engineering Intern
6307,Johnson-Tanner,Computer Science,SQL,Kaduna,Software Engineering Intern
6308,Mayo-Meadows,Petroleum Engineering,"Reservoir Engineering, Oil Field Operations, Drilling",Lagos,Petroleum Engineering Intern
6309,Lee Inc,Petroleum Engineering,Drilling,Abuja,Petroleum Engineering Intern
6310,Oneill-Velazquez,Electrical Engineering,"Embedded Systems, Power Systems, Signal Processing",Aba,Electrical Engineering Intern
6311,Malone-Wilkerson,Business Administration,Project Management,Abuja,Project Management Intern
6312,French-Baker,Medical Laboratory Science,Microscopy,Ibadan,Administrative Intern
6313,Atkinson Group,Architecture,"AutoCAD, Building Design",Enugu,Design Intern
6314,Miller Ltd,Nursing Science,Anatomy,Benin City,Nursing Intern
6315,Simmons-Torres,Architecture,Building Design,Onitsha,Design Intern
6316,Graham-Bennett,Computer Science,"ML, SQL, Python",Kano,Software Engineering Intern
6317,"Collins, Thompson and Gallegos",Pharmacy,"Chemistry, Pharmacology",Benin City,Administrative Intern
6318,Gonzalez LLC,Business Administration,"Human Resources, Project Management, Management",Abuja,HR Intern
6319,Smith-Hill,Pharmacy,Pharmacology,Port Harcourt,Administrative Intern
6320,Walsh-Morrow,Computer Science,Java,Ibadan,Software Engineering Intern
6321,"Wiley, Hale and Barber",Business Administration,Human Resources,Kaduna,HR Intern
6322,"Cobb, Vaughn and Richards",Nursing Science,Anatomy,Ibadan,Nursing Intern
6323,Mcintosh PLC,Mechanical Engineering,"Finite Element Analysis, SolidWorks, CAD",Onitsha,Mechanical Engineering Intern
6324,Foster PLC,Medical Laboratory Science,Biochemistry,Enugu,Administrative Intern
6325,Mejia-Kirby,Electrical Engineering,"Signal Processing, Embedded Systems, C++",Port Harcourt,Electrical Engineering Intern
6326,Evans Group,Electrical Engineering,"Embedded Systems, Circuit Design",Port Harcourt,Electrical Engineering Intern
6327,Wilkins-Green,Computer Science,"Java, Python",Onitsha,Software Engineering Intern
6328,Carson Ltd,Mechanical Engineering,"CAD, MATLAB, SolidWorks",Kaduna,Mechanical Engineering Intern
6329,"Edwards, Miles and Pitts",Business Administration,"Human Resources, Project Management",Kano,HR Intern
6330,"Lucas, Peterson and Garcia",Mechanical Engineering,Finite Element Analysis,Abuja,Mechanical Engineering Intern
6331,Hutchinson-Ferguson,Architecture,AutoCAD,Kano,Administrative Intern
6332,Galvan PLC,Business Administration,"Project Management, Marketing",Enugu,Project Management Intern
6333,Austin-Allen,Civil Engineering,Surveying,Enugu,Civil Engineering Intern
6334,Zavala-Odonnell,Medical Laboratory Science,"Biochemistry, Microscopy, Pathology",Abuja,Administrative Intern
6335,Anderson-Manning,Computer Science,SQL,Port Harcourt,Software Engineering Intern
6336,Gates LLC,Petroleum Engineering,"Geophysics, Drilling, Reservoir Engineering",Aba,Petroleum Engineering Intern
6337,"Smith, Wagner and Anderson",Computer Science,"ML, Python, Java",Port Harcourt,Software Engineering Intern
6338,Mckee Ltd,Petroleum Engineering,"Oil Field Operations, Reservoir Engineering, Geophysics",Kaduna,Petroleum Engineering Intern
6339,Anderson-Fields,Business Administration,"Finance, Management",Benin City,Finance Intern
6340,Moore and Sons,Medical Laboratory Science,Biochemistry,Ibadan,Administrative Intern
6341,Maddox-Pollard,Architecture,"Building Design, AutoCAD",Aba,Design Intern
6342,"Grant, Woodard and Oliver",Petroleum Engineering,Oil Field Operations,Abuja,Petroleum Engineering Intern
6343,Reeves Ltd,Medical Laboratory Science,Microscopy,Ibadan,Administrative Intern
6344,Bright-Ballard,Business Administration,"Finance, Management, Human Resources",Lagos,HR Intern
6345,Doyle and Sons,Mechanical Engineering,SolidWorks,Aba,Mechanical Engineering Intern
6346,Palmer Group,Nursing Science,Clinical Practice,Lagos,Nursing Intern
6347,Lee-Owens,Pharmacy,"Pharmacology, Clinical Pharmacy, Drug Design",Ibadan,Design Intern
6348,"Charles, Delacruz and Davis",Civil Engineering,"Construction Management, Surveying",Lagos,Civil Engineering Intern
6349,Jacobson Group,Computer Science,"SQL, Python, ML",Port Harcourt,Software Engineering Intern
6350,Cook-Dillon,Electrical Engineering,Signal Processing,Enugu,Electrical Engineering Intern
6351,Miller-Kim,Electrical Engineering,"Embedded Systems, Circuit Design, C++",Lagos,Electrical Engineering Intern
6352,"Wade, Shaw and Simon",Pharmacy,Clinical Pharmacy,Abuja,Administrative Intern
6353,Boyd Ltd,Civil Engineering,"Surveying, AutoCAD, Construction Management",Ibadan,Civil Engineering Intern
6354,Yates-Barr,Electrical Engineering,"Circuit Design, Power Systems",Kaduna,Electrical Engineering Intern
6355,"Perez, Bartlett and Hanson",Computer Science,"C++, ML, SQL",Benin City,Software Engineering Intern
6356,"Casey, Nichols and Lee",Mechanical Engineering,"Finite Element Analysis, SolidWorks",Benin City,Mechanical Engineering Intern
6357,Gonzalez LLC,Medical Laboratory Science,"Microscopy, Biochemistry",Kaduna,Administrative Intern
6358,"Bullock, Lopez and Strong",Architecture,AutoCAD,Kaduna,Administrative Intern
6359,Gonzalez Inc,Business Administration,"Finance, Human Resources",Aba,HR Intern
6360,Crane and Sons,Civil Engineering,Construction Management,Benin City,Civil Engineering Intern
6361,Fisher-Riley,Electrical Engineering,Signal Processing,Onitsha,Electrical Engineering Intern
6362,Acosta-Martin,Civil Engineering,"Surveying, Structural Analysis, AutoCAD",Aba,Civil Engineering Intern
6363,"Lawrence, Gonzalez and Brown",Mechanical Engineering,"MATLAB, CAD",Lagos,Mechanical Engineering Intern
6364,Farmer-Russell,Pharmacy,Chemistry,Kano,Administrative Intern
6365,"Bishop, Barr and Lee",Business Administration,"Management, Project Management, Marketing",Onitsha,Project Management Intern
6366,Lowe PLC,Nursing Science,Anatomy,Abuja,Nursing Intern
6367,West-Cardenas,Pharmacy,"Chemistry, Pharmacology",Aba,Administrative Intern
6368,Spencer PLC,Computer Science,"ML, Python",Benin City,Software Engineering Intern
6369,Franklin Group,Computer Science,"Java, C++",Ibadan,Software Engineering Intern
6370,Graham-Maldonado,Electrical Engineering,Circuit Design,Benin City,Electrical Engineering Intern
6371,"Patrick, Cantu and Burton",Petroleum Engineering,Oil Field Operations,Kaduna,Petroleum Engineering Intern
6372,Hart Ltd,Mechanical Engineering,"Finite Element Analysis, CAD, SolidWorks",Onitsha,Mechanical Engineering Intern
6373,Randall Inc,Computer Science,"Java, SQL, Python",Ibadan,Software Engineering Intern
6374,"Jones, Navarro and Bradley",Business Administration,Human Resources,Kano,HR Intern
6375,Reese-Delgado,Civil Engineering,AutoCAD,Benin City,Civil Engineering Intern
6376,Harmon-Evans,Medical Laboratory Science,"Lab Techniques, Pathology, Biochemistry",Port Harcourt,Administrative Intern
6377,Woods Ltd,Medical Laboratory Science,"Lab Techniques, Biochemistry",Benin City,Administrative Intern
6378,"Johnson, Davis and Barnes",Business Administration,"Finance, Management, Marketing",Kano,Finance Intern
6379,Serrano PLC,Architecture,Urban Planning,Lagos,Administrative Intern
6380,Sexton LLC,Business Administration,"Marketing, Finance",Port Harcourt,Finance Intern
6381,Harris-Bryan,Petroleum Engineering,"Drilling, Geophysics",Ibadan,Petroleum Engineering Intern
6382,"Ferguson, Walsh and Bailey",Nursing Science,"Pharmacology, Clinical Practice, Anatomy",Lagos,Nursing Intern
6383,Rodriguez-Allen,Nursing Science,Anatomy,Onitsha,Nursing Intern
6384,"Faulkner, Reyes and Ray",Nursing Science,"Patient Care, Pharmacology",Onitsha,Nursing Intern
6385,"Hayes, Owens and Sanchez",Civil Engineering,"Structural Analysis, Surveying, Construction Management",Kaduna,Civil Engineering Intern
6386,"Lang, Bentley and Mendoza",Business Administration,"Human Resources, Management, Marketing",Lagos,HR Intern
6387,"Warren, Horne and Wilkerson",Nursing Science,Anatomy,Port Harcourt,Nursing Intern
6388,Knight Group,Petroleum Engineering,"Drilling, Reservoir Engineering",Ibadan,Petroleum Engineering Intern
6389,Rodriguez LLC,Mechanical Engineering,"MATLAB, SolidWorks, Finite Element Analysis",Enugu,Mechanical Engineering Intern
6390,Chavez-Anderson,Petroleum Engineering,Drilling,Benin City,Petroleum Engineering Intern
6391,Jones-Perry,Nursing Science,Patient Care,Onitsha,Nursing Intern
6392,"Acevedo, Day and King",Electrical Engineering,"Power Systems, Circuit Design",Kaduna,Electrical Engineering Intern
6393,Gill Group,Electrical Engineering,Embedded Systems,Lagos,Electrical Engineering Intern
6394,Gonzales-Paul,Pharmacy,"Drug Design, Clinical Pharmacy, Pharmacology",Onitsha,Design Intern
6395,Patterson PLC,Computer Science,"ML, Java, C++",Port Harcourt,Software Engineering Intern
6396,Simmons-Salazar,Medical Laboratory Science,Pathology,Kano,Administrative Intern
6397,Ford Inc,Mechanical Engineering,"Finite Element Analysis, CAD, SolidWorks",Aba,Mechanical Engineering Intern
6398,Zamora-Burnett,Medical Laboratory Science,Pathology,Onitsha,Administrative Intern
6399,Barber-Hood,Nursing Science,"Pharmacology, Clinical Practice, Anatomy",Lagos,Nursing Intern
6400,Mccarthy-Randall,Mechanical Engineering,Finite Element Analysis,Lagos,Mechanical Engineering Intern
6401,"Clark, Clark and Taylor",Computer Science,"C++, SQL, Python",Kano,Software Engineering Intern
6402,Johnson PLC,Petroleum Engineering,"Reservoir Engineering, Drilling",Aba,Petroleum Engineering Intern
6403,Cruz Group,Nursing Science,Pharmacology,Kano,Nursing Intern
6404,"James, Hall and Richards",Electrical Engineering,"Circuit Design, Embedded Systems, Power Systems",Abuja,Electrical Engineering Intern
6405,"Lara, Thomas and Huffman",Mechanical Engineering,"MATLAB, SolidWorks",Onitsha,Mechanical Engineering Intern
6406,Peterson LLC,Petroleum Engineering,"Reservoir Engineering, Oil Field Operations",Enugu,Petroleum Engineering Intern
6407,Lopez Ltd,Computer Science,SQL,Abuja,Software Engineering Intern
6408,Haas-Hubbard,Business Administration,Management,Aba,Business Intern
6409,"Nelson, Turner and Oliver",Computer Science,"Java, SQL",Kaduna,Software Engineering Intern
6410,Diaz Ltd,Petroleum Engineering,"Oil Field Operations, Drilling, Reservoir Engineering",Enugu,Petroleum Engineering Intern
6411,"Christensen, Hansen and Compton",Medical Laboratory Science,Biochemistry,Benin City,Administrative Intern
